Date,AAPL
2018-01-02,43.06499862670898
2018-01-03,43.057498931884766
2018-01-04,43.25749969482422
2018-01-05,43.75
2018-01-06,43.28249931335449
2018-01-07,43.28249931335449
2018-01-08,43.587501525878906
2018-01-09,43.58250045776367
2018-01-10,43.5724983215332
2018-01-11,43.81999969482422
2018-01-12,44.272499084472656
2018-01-13,43.69178553989956
2018-01-14,43.76416651407877
2018-01-15,43.76699981689453
2018-01-16,44.04750061035156
2018-01-17,44.775001525878906
2018-01-18,44.81499862670898
2018-01-19,44.6150016784668
2018-01-20,44.39083353678385
2018-01-21,44.50500030517578
2018-01-22,44.25
2018-01-23,44.2599983215332
2018-01-24,43.55500030517578
2018-01-25,42.77750015258789
2018-01-26,42.87749862670898
2018-01-27,43.87857110159738
2018-01-28,43.72249984741211
2018-01-29,41.9900016784668
2018-01-30,41.74250030517578
2018-01-31,41.85749816894531
2018-02-01,41.94499969482422
2018-02-02,40.125
2018-02-03,41.902142660958425
2018-02-04,41.75624974568685
2018-02-05,39.122501373291016
2018-02-06,40.75749969482422
2018-02-07,39.8849983215332
2018-02-08,38.78749847412109
2018-02-09,39.102500915527344
2018-02-10,39.96071406773159
2018-02-11,39.62999979654948
2018-02-12,40.6775016784668
2018-02-13,41.084999084472656
2018-02-14,41.84249877929688
2018-02-15,43.247501373291016
2018-02-16,43.10749816894531
2018-02-17,41.12142835344587
2018-02-18,41.51041666666666
2018-02-19,41.99199981689453
2018-02-20,42.962501525878906
2018-02-21,42.76750183105469
2018-02-22,43.125
2018-02-23,43.875
2018-02-24,43.18083381652832
2018-02-25,43.16750030517578
2018-02-26,44.74250030517578
2018-02-27,44.59749984741211
2018-02-28,44.52999877929688
2018-03-01,43.75
2018-03-02,44.0525016784668
2018-03-03,44.09607151576451
2018-03-04,44.25791676839193
2018-03-05,44.20500183105469
2018-03-06,44.16749954223633
2018-03-07,43.75749969482422
2018-03-08,44.23500061035156
2018-03-09,44.994998931884766
2018-03-10,44.16607175554548
2018-03-11,44.23541704813639
2018-03-12,45.43000030517578
2018-03-13,44.99250030517578
2018-03-14,44.61000061035156
2018-03-15,44.66249847412109
2018-03-16,44.505001068115234
2018-03-17,44.77571432931082
2018-03-18,44.8658332824707
2018-03-19,43.82500076293945
2018-03-20,43.810001373291016
2018-03-21,42.817501068115234
2018-03-22,42.212501525878906
2018-03-23,41.23500061035156
2018-03-24,43.295357840401785
2018-03-25,43.067501068115234
2018-03-26,43.192501068115234
2018-03-27,42.084999084472656
2018-03-28,41.619998931884766
2018-03-29,41.94499969482422
2018-03-30,42.1582145690918
2018-03-31,42.048333485921226
2018-04-01,42.015499877929685
2018-04-02,41.66999816894531
2018-04-03,42.09749984741211
2018-04-04,42.90250015258789
2018-04-05,43.20000076293945
2018-04-06,42.095001220703125
2018-04-07,42.318333307902016
2018-04-08,42.39300003051758
2018-04-09,42.51250076293945
2018-04-10,43.3125
2018-04-11,43.11000061035156
2018-04-12,43.53499984741211
2018-04-13,43.682498931884766
2018-04-14,43.06392887660435
2018-04-15,43.04125022888184
2018-04-16,43.95500183105469
2018-04-17,44.560001373291016
2018-04-18,44.459999084472656
2018-04-19,43.20000076293945
2018-04-20,41.43000030517578
2018-04-21,43.54607173374721
2018-04-22,43.54791704813639
2018-04-23,41.310001373291016
2018-04-24,40.73500061035156
2018-04-25,40.91249847412109
2018-04-26,41.05500030517578
2018-04-27,40.58000183105469
2018-04-28,41.31750052315848
2018-04-29,41.003750483194985
2018-04-30,41.31499862670898
2018-05-01,42.275001525878906
2018-05-02,44.14250183105469
2018-05-03,44.22249984741211
2018-05-04,45.95750045776367
2018-05-05,42.79250063214983
2018-05-06,43.08208401997884
2018-05-07,46.290000915527344
2018-05-08,46.51250076293945
2018-05-09,46.84000015258789
2018-05-10,47.5099983215332
2018-05-11,47.147499084472656
2018-05-12,46.3542856488909
2018-05-13,46.7095832824707
2018-05-14,47.03749847412109
2018-05-15,46.61000061035156
2018-05-16,47.04499816894531
2018-05-17,46.747501373291016
2018-05-18,46.57749938964844
2018-05-19,46.95357077462332
2018-05-20,46.86083285013834
2018-05-21,46.907501220703125
2018-05-22,46.790000915527344
2018-05-23,47.09000015258789
2018-05-24,47.03749847412109
2018-05-25,47.14500045776367
2018-05-26,46.89928599766323
2018-05-27,46.924583435058594
2018-05-28,46.99400024414062
2018-05-29,46.97499847412109
2018-05-30,46.875
2018-05-31,46.71749877929688
2018-06-01,47.560001373291016
2018-06-02,47.051666259765625
2018-06-03,47.05449981689453
2018-06-04,47.95750045776367
2018-06-05,48.32749938964844
2018-06-06,48.494998931884766
2018-06-07,48.3650016784668
2018-06-08,47.92499923706055
2018-06-09,47.906785692487446
2018-06-10,48.1050001780192
2018-06-11,47.807498931884766
2018-06-12,48.06999969482422
2018-06-13,47.67499923706055
2018-06-14,47.70000076293945
2018-06-15,47.209999084472656
2018-06-16,47.82178551810129
2018-06-17,47.731249491373696
2018-06-18,47.185001373291016
2018-06-19,46.42250061035156
2018-06-20,46.625
2018-06-21,46.3650016784668
2018-06-22,46.22999954223633
2018-06-23,46.81964329310826
2018-06-24,46.67291704813639
2018-06-25,45.54249954223633
2018-06-26,46.10749816894531
2018-06-27,46.040000915527344
2018-06-28,46.375
2018-06-29,46.27750015258789
2018-06-30,46.13392857142857
2018-07-01,46.0954163869222
2018-07-02,46.79499816894531
2018-07-03,45.97999954223633
2018-07-04,46.15964235578264
2018-07-05,46.34999847412109
2018-07-06,46.99250030517578
2018-07-07,46.46166610717773
2018-07-08,46.47899932861328
2018-07-09,47.64500045776367
2018-07-10,47.587501525878906
2018-07-11,46.970001220703125
2018-07-12,47.75749969482422
2018-07-13,47.83250045776367
2018-07-14,47.30500030517578
2018-07-15,47.46416727701823
2018-07-16,47.727500915527344
2018-07-17,47.86249923706055
2018-07-18,47.59999847412109
2018-07-19,47.970001220703125
2018-07-20,47.86000061035156
2018-07-21,47.80142865862165
2018-07-22,47.80875015258789
2018-07-23,47.90250015258789
2018-07-24,48.25
2018-07-25,48.70500183105469
2018-07-26,48.5525016784668
2018-07-27,47.744998931884766
2018-07-28,48.14071491786412
2018-07-29,48.16916720072428
2018-07-30,47.477500915527344
2018-07-31,47.5724983215332
2018-08-01,50.375
2018-08-02,51.84749984741211
2018-08-03,51.997501373291016
2018-08-04,49.366785866873606
2018-08-05,49.50249989827474
2018-08-06,52.26750183105469
2018-08-07,51.77750015258789
2018-08-08,51.8125
2018-08-09,52.220001220703125
2018-08-10,51.88249969482422
2018-08-11,51.97214344569615
2018-08-12,51.99291737874349
2018-08-13,52.21749877929688
2018-08-14,52.4375
2018-08-15,52.560001373291016
2018-08-16,53.33000183105469
2018-08-17,54.39500045776367
2018-08-18,52.72035762241909
2018-08-19,52.803750356038414
2018-08-20,53.8650016784668
2018-08-21,53.7599983215332
2018-08-22,53.76250076293945
2018-08-23,53.872501373291016
2018-08-24,54.040000915527344
2018-08-25,53.86071504865374
2018-08-26,53.949167251586914
2018-08-27,54.48500061035156
2018-08-28,54.92499923706055
2018-08-29,55.744998931884766
2018-08-30,56.25749969482422
2018-08-31,56.907501220703125
2018-09-01,55.17607171194894
2018-09-02,55.393333435058594
2018-09-03,55.66399993896484
2018-09-04,57.09000015258789
2018-09-05,56.71749877929688
2018-09-06,55.775001525878906
2018-09-07,55.32500076293945
2018-09-08,56.34541702270508
2018-09-09,56.36300048828125
2018-09-10,54.58250045776367
2018-09-11,55.962501525878906
2018-09-12,55.26750183105469
2018-09-13,56.602500915527344
2018-09-14,55.959999084472656
2018-09-15,55.63928658621652
2018-09-16,55.61666742960612
2018-09-17,54.470001220703125
2018-09-18,54.560001373291016
2018-09-19,54.59249877929688
2018-09-20,55.00749969482422
2018-09-21,54.415000915527344
2018-09-22,55.08678599766323
2018-09-23,54.83416684468588
2018-09-24,55.1974983215332
2018-09-25,55.54750061035156
2018-09-26,55.10499954223633
2018-09-27,56.23749923706055
2018-09-28,56.435001373291016
2018-09-29,55.42071424211775
2018-09-30,55.489583333333336
2018-10-01,56.81499862670898
2018-10-02,57.31999969482422
2018-10-03,58.01750183105469
2018-10-04,56.997501373291016
2018-10-05,56.0724983215332
2018-10-06,56.84214292253767
2018-10-07,56.94291687011719
2018-10-08,55.942501068115234
2018-10-09,56.71749877929688
2018-10-10,54.09000015258789
2018-10-11,53.61249923706055
2018-10-12,55.52750015258789
2018-10-13,55.56571415492466
2018-10-14,55.32708295186361
2018-10-15,54.34000015258789
2018-10-16,55.53749847412109
2018-10-17,55.29750061035156
2018-10-18,54.005001068115234
2018-10-19,54.82749938964844
2018-10-20,54.73535701206752
2018-10-21,54.92249997456869
2018-10-22,55.16249847412109
2018-10-23,55.682498931884766
2018-10-24,53.772499084472656
2018-10-25,54.95000076293945
2018-10-26,54.07500076293945
2018-10-27,54.63928549630301
2018-10-28,54.74499956766764
2018-10-29,53.060001373291016
2018-10-30,53.32500076293945
2018-10-31,54.71500015258789
2018-11-01,55.55500030517578
2018-11-02,51.869998931884766
2018-11-03,53.93571472167969
2018-11-04,53.76666704813639
2018-11-05,50.397499084472656
2018-11-06,50.942501068115234
2018-11-07,52.48749923706055
2018-11-08,52.122501373291016
2018-11-09,51.11750030517578
2018-11-10,52.07035718645368
2018-11-11,51.489583333333336
2018-11-12,48.54249954223633
2018-11-13,48.057498931884766
2018-11-14,46.70000076293945
2018-11-15,47.852500915527344
2018-11-16,48.38249969482422
2018-11-17,48.96785736083984
2018-11-18,48.44208335876465
2018-11-19,46.46500015258789
2018-11-20,44.244998931884766
2018-11-21,44.19499969482422
2018-11-22,46.556785583496094
2018-11-23,43.0724983215332
2018-11-24,45.70208295186361
2018-11-25,45.27199935913086
2018-11-26,43.65499877929688
2018-11-27,43.560001373291016
2018-11-28,45.23500061035156
2018-11-29,44.88750076293945
2018-11-30,44.64500045776367
2018-12-01,44.17583338419596
2018-12-02,44.17583338419596
2018-12-03,46.20500183105469
2018-12-04,44.17250061035156
2018-12-05,44.62285777500698
2018-12-06,43.68000030517578
2018-12-07,42.122501373291016
2018-12-08,44.285417556762695
2018-12-09,44.165000915527344
2018-12-10,42.400001525878906
2018-12-11,42.157501220703125
2018-12-12,42.275001525878906
2018-12-13,42.73749923706055
2018-12-14,41.369998931884766
2018-12-15,42.39178630283901
2018-12-16,42.17708396911621
2018-12-17,40.98500061035156
2018-12-18,41.51750183105469
2018-12-19,40.22249984741211
2018-12-20,39.20750045776367
2018-12-21,37.682498931884766
2018-12-22,40.531785692487446
2018-12-23,40.16416676839193
2018-12-24,36.70750045776367
2018-12-25,39.38708368937174
2018-12-26,39.29249954223633
2018-12-27,39.03749847412109
2018-12-28,39.057498931884766
2018-12-29,38.49749946594238
2018-12-30,38.355499267578125
2018-12-31,39.435001373291016
2019-01-01,38.705999755859374
2019-01-02,39.47999954223633
2019-01-03,35.54750061035156
2019-01-04,37.06499862670898
2019-01-05,38.270416259765625
2019-01-06,38.11699981689453
2019-01-07,36.98249816894531
2019-01-08,37.6875
2019-01-09,38.32749938964844
2019-01-10,38.45000076293945
2019-01-11,38.0724983215332
2019-01-12,37.44749941144671
2019-01-13,37.7641658782959
2019-01-14,37.5
2019-01-15,38.26750183105469
2019-01-16,38.73500061035156
2019-01-17,38.96500015258789
2019-01-18,39.20500183105469
2019-01-19,38.45642907278879
2019-01-20,38.45750045776367
2019-01-21,38.53450088500976
2019-01-22,38.32500076293945
2019-01-23,38.47999954223633
2019-01-24,38.17499923706055
2019-01-25,39.43999862670898
2019-01-26,38.76500002543131
2019-01-27,38.725
2019-01-28,39.07500076293945
2019-01-29,38.66999816894531
2019-01-30,41.3125
2019-01-31,41.61000061035156
2019-02-01,41.630001068115234
2019-02-02,39.9874997820173
2019-02-03,40.28958320617676
2019-02-04,42.8125
2019-02-05,43.54499816894531
2019-02-06,43.560001373291016
2019-02-07,42.73500061035156
2019-02-08,42.602500915527344
2019-02-09,42.64214324951172
2019-02-10,42.81416702270508
2019-02-11,42.35749816894531
2019-02-12,42.72249984741211
2019-02-13,42.54499816894531
2019-02-14,42.70000076293945
2019-02-15,42.60499954223633
2019-02-16,42.60964257376535
2019-02-17,42.58874956766764
2019-02-18,42.5859992980957
2019-02-19,42.73249816894531
2019-02-20,43.00749969482422
2019-02-21,42.76499938964844
2019-02-22,43.24250030517578
2019-02-23,42.84208297729492
2019-02-24,42.87049942016601
2019-02-25,43.557498931884766
2019-02-26,43.58250045776367
2019-02-27,43.71749877929688
2019-02-28,43.28749847412109
2019-03-01,43.74250030517578
2019-03-02,43.41357094900949
2019-03-03,43.52166620890299
2019-03-04,43.962501525878906
2019-03-05,43.88249969482422
2019-03-06,43.630001068115234
2019-03-07,43.125
2019-03-08,43.227500915527344
2019-03-09,43.55107171194894
2019-03-10,43.59500058492025
2019-03-11,44.72499847412109
2019-03-12,45.227500915527344
2019-03-13,45.4275016784668
2019-03-14,45.932498931884766
2019-03-15,46.52999877929688
2019-03-16,44.88499995640346
2019-03-17,45.1783332824707
2019-03-18,47.005001068115234
2019-03-19,46.63249969482422
2019-03-20,47.040000915527344
2019-03-21,48.772499084472656
2019-03-22,47.76250076293945
2019-03-23,47.09642846243722
2019-03-24,47.2904167175293
2019-03-25,47.185001373291016
2019-03-26,46.6974983215332
2019-03-27,47.11750030517578
2019-03-28,47.18000030517578
2019-03-29,47.48749923706055
2019-03-30,47.45749991280692
2019-03-31,47.23833338419596
2019-04-01,47.810001373291016
2019-04-02,48.505001068115234
2019-04-03,48.837501525878906
2019-04-04,48.92250061035156
2019-04-05,49.25
2019-04-06,48.28464344569615
2019-04-07,48.46875063578288
2019-04-08,50.025001525878906
2019-04-09,49.875
2019-04-10,50.15499877929688
2019-04-11,49.73749923706055
2019-04-12,49.71749877929688
2019-04-13,49.66892841884068
2019-04-14,49.79333305358887
2019-04-15,49.807498931884766
2019-04-16,49.8125
2019-04-17,50.782501220703125
2019-04-18,50.96500015258789
2019-04-19,50.13964244297573
2019-04-20,50.13708305358887
2019-04-21,50.21699981689453
2019-04-22,51.13249969482422
2019-04-23,51.869998931884766
2019-04-24,51.790000915527344
2019-04-25,51.31999969482422
2019-04-26,51.07500076293945
2019-04-27,51.35875002543131
2019-04-28,51.4375
2019-04-29,51.15250015258789
2019-04-30,50.16749954223633
2019-05-01,52.630001068115234
2019-05-02,52.28749847412109
2019-05-03,52.9375
2019-05-04,51.6528570992606
2019-05-05,51.708333333333336
2019-05-06,52.119998931884766
2019-05-07,50.71500015258789
2019-05-08,50.72499847412109
2019-05-09,50.18000030517578
2019-05-10,49.29499816894531
2019-05-11,51.17999921526228
2019-05-12,50.99541600545248
2019-05-13,46.43000030517578
2019-05-14,47.165000915527344
2019-05-15,47.72999954223633
2019-05-16,47.52000045776367
2019-05-17,47.25
2019-05-18,47.938571384974885
2019-05-19,47.56499989827474
2019-05-20,45.772499084472656
2019-05-21,46.650001525878906
2019-05-22,45.69499969482422
2019-05-23,44.915000915527344
2019-05-24,44.74250030517578
2019-05-25,46.07785742623465
2019-05-26,45.83750025431315
2019-05-27,45.55500030517578
2019-05-28,44.557498931884766
2019-05-29,44.345001220703125
2019-05-30,44.57500076293945
2019-05-31,43.76750183105469
2019-06-01,44.4837506612142
2019-06-02,44.39750061035157
2019-06-03,43.32500076293945
2019-06-04,44.90999984741211
2019-06-05,45.6349983215332
2019-06-06,46.30500030517578
2019-06-07,47.53749847412109
2019-06-08,45.15071432931082
2019-06-09,45.24666659037272
2019-06-10,48.14500045776367
2019-06-11,48.70249938964844
2019-06-12,48.54750061035156
2019-06-13,48.53749847412109
2019-06-14,48.185001373291016
2019-06-15,47.994285583496094
2019-06-16,48.27583312988281
2019-06-17,48.47249984741211
2019-06-18,49.61249923706055
2019-06-19,49.46749877929688
2019-06-20,49.8650016784668
2019-06-21,49.69499969482422
2019-06-22,49.119285583496094
2019-06-23,49.21625010172526
2019-06-24,49.64500045776367
2019-06-25,48.89250183105469
2019-06-26,49.95000076293945
2019-06-27,49.935001373291016
2019-06-28,49.47999954223633
2019-06-29,49.63750076293945
2019-06-30,49.5995839436849
2019-07-01,50.38750076293945
2019-07-02,50.682498931884766
2019-07-03,51.102500915527344
2019-07-04,50.06142915998186
2019-07-05,51.057498931884766
2019-07-06,50.44083340962728
2019-07-07,50.54199981689453
2019-07-08,50.005001068115234
2019-07-09,50.310001373291016
2019-07-10,50.807498931884766
2019-07-11,50.4375
2019-07-12,50.82500076293945
2019-07-13,50.5737501780192
2019-07-14,50.5737501780192
2019-07-15,51.3025016784668
2019-07-16,51.125
2019-07-17,50.837501525878906
2019-07-18,51.415000915527344
2019-07-19,50.647499084472656
2019-07-20,50.9414291381836
2019-07-21,51.02541732788086
2019-07-22,51.80500030517578
2019-07-23,52.209999084472656
2019-07-24,52.16749954223633
2019-07-25,51.755001068115234
2019-07-26,51.935001373291016
2019-07-27,51.70500019618443
2019-07-28,51.75333340962728
2019-07-29,52.41999816894531
2019-07-30,52.19499969482422
2019-07-31,53.2599983215332
2019-08-01,52.10749816894531
2019-08-02,51.005001068115234
2019-08-03,52.096785409109934
2019-08-04,52.15374946594238
2019-08-05,48.334999084472656
2019-08-06,49.25
2019-08-07,49.7599983215332
2019-08-08,50.85749816894531
2019-08-09,50.247501373291016
2019-08-10,50.22321374075754
2019-08-11,49.90916633605957
2019-08-12,50.119998931884766
2019-08-13,52.24250030517578
2019-08-14,50.6875
2019-08-15,50.435001373291016
2019-08-16,51.625
2019-08-17,50.887857164655415
2019-08-18,50.892916997273765
2019-08-19,52.587501525878906
2019-08-20,52.59000015258789
2019-08-21,53.15999984741211
2019-08-22,53.1150016784668
2019-08-23,50.65999984741211
2019-08-24,52.02464348929269
2019-08-25,52.28958384195963
2019-08-26,51.622501373291016
2019-08-27,51.040000915527344
2019-08-28,51.38249969482422
2019-08-29,52.25249862670898
2019-08-30,52.185001373291016
2019-08-31,51.75107192993164
2019-09-01,51.52375030517578
2019-09-02,51.69650039672852
2019-09-03,51.42499923706055
2019-09-04,52.29750061035156
2019-09-05,53.31999969482422
2019-09-06,53.31499862670898
2019-09-07,52.465833028157554
2019-09-08,52.50849990844726
2019-09-09,53.54249954223633
2019-09-10,54.17499923706055
2019-09-11,55.897499084472656
2019-09-12,55.772499084472656
2019-09-13,54.6875
2019-09-14,54.38714218139648
2019-09-15,54.56499926249186
2019-09-16,54.97499847412109
2019-09-17,55.17499923706055
2019-09-18,55.692501068115234
2019-09-19,55.2400016784668
2019-09-20,54.432498931884766
2019-09-21,55.13928549630301
2019-09-22,55.03374989827474
2019-09-23,54.68000030517578
2019-09-24,54.41999816894531
2019-09-25,55.25749969482422
2019-09-26,54.97249984741211
2019-09-27,54.70500183105469
2019-09-28,54.81535720825195
2019-09-29,54.74458312988281
2019-09-30,55.99250030517578
2019-10-01,56.147499084472656
2019-10-02,54.7400016784668
2019-10-03,55.20500183105469
2019-10-04,56.75249862670898
2019-10-05,55.502143314906526
2019-10-06,55.5904172261556
2019-10-07,56.76499938964844
2019-10-08,56.09999847412109
2019-10-09,56.75749969482422
2019-10-10,57.522499084472656
2019-10-11,59.0525016784668
2019-10-12,56.87928553989956
2019-10-13,57.15833282470703
2019-10-14,58.96749877929688
2019-10-15,58.83000183105469
2019-10-16,58.59249877929688
2019-10-17,58.81999969482422
2019-10-18,59.102500915527344
2019-10-19,58.69821439470564
2019-10-20,58.89416694641113
2019-10-21,60.12749862670898
2019-10-22,59.9900016784668
2019-10-23,60.79499816894531
2019-10-24,60.89500045776367
2019-10-25,61.64500045776367
2019-10-26,60.19642857142857
2019-10-27,60.42583338419596
2019-10-28,62.26250076293945
2019-10-29,60.8224983215332
2019-10-30,60.81499862670898
2019-10-31,62.18999862670898
2019-11-01,63.95500183105469
2019-11-02,61.79785701206752
2019-11-03,61.948333104451486
2019-11-04,64.375
2019-11-05,64.28250122070312
2019-11-06,64.30999755859375
2019-11-07,64.85749816894531
